"Updated.On","State","Total.Individuals.Vaccinated","Total.Sessions.Conducted","Total.Sites","First.Dose.Administered","Second.Dose.Administered","Male.Individuals.Vaccinated.","Female.Individuals.Vaccinated.","Transgender.Individuals.Vaccinated.","Total.Covaxin.Administered","Total.CoviShield.Administered","Total.Sputnik.V.Administered","AEFI","Total.Doses.Administered","Total.Individuals.Vaccinated_Dailycalc","Population"
2021-02-26,"Assam",195376,6027,990,195376,27758,81463,113879,34,24400,170976,NA,NA,223134,6198,35607039
2021-02-26,"Bihar",559321,14997,1377,559321,78228,249136,309882,303,31175,528146,NA,NA,637549,13160,124799926
2021-02-26,"Chandigarh",16927,556,22,16927,1640,12147,4780,0,54,16873,NA,NA,18567,1827,1158473
2021-02-26,"Chhattisgarh",376718,14139,1134,376718,51755,182145,194551,22,371,376347,NA,NA,428473,4470,29436231
2021-02-26,"Dadra and Nagar Haveli and Daman and Diu",7304,497,51,7304,674,3984,3320,0,0,7304,NA,NA,7978,227,NA
2021-02-26,"Delhi",367699,8089,330,367699,38732,264730,102860,109,71286,296413,NA,NA,406431,10349,18710922
2021-02-26,"Goa",19870,726,150,19870,2750,10761,9109,0,1,19869,NA,NA,22620,1177,1586250
2021-02-26,"Gujarat",821729,26143,4350,821729,167586,462097,359584,48,220042,601687,NA,NA,989315,1884,63872399
2021-02-26,"Haryana",218507,7834,1617,218507,61666,128980,89522,5,30352,188155,NA,NA,280173,933,28204692
2021-02-26,"Himachal Pradesh",100927,3247,748,100927,20493,47488,53438,1,59,100868,NA,NA,121420,763,7451955
2021-02-26,"Jammu and Kashmir",222386,7267,593,222386,15687,175387,46926,73,1125,221261,NA,NA,238073,9185,13606320
2021-02-26,"Jharkhand",289681,9256,566,289681,23757,153123,136554,4,27397,262284,NA,NA,313438,4609,38593948
2021-02-26,"Karnataka",611335,30377,5911,611335,221690,272970,338283,82,6374,604961,NA,NA,833025,9374,67562686
2021-02-26,"Kerala",489113,11310,1445,489113,104220,173522,315577,14,62561,426552,NA,NA,593333,39287,35699443
2021-02-26,"Ladakh",9412,200,71,9412,929,6219,3193,0,39,9373,NA,NA,10341,525,289023
2021-02-26,"Lakshadweep",1824,55,13,1824,107,1410,414,0,4,1820,NA,NA,1931,2,65840
2021-02-26,"Madhya Pradesh",644716,18440,2015,644716,159662,356064,288644,8,120373,524343,NA,NA,804378,1845,85358965
2021-02-26,"Maharashtra",1028360,24016,1399,1028360,158658,557475,470681,204,13184,1015176,NA,NA,1187018,31052,123144223
2021-02-26,"Manipur",48312,1155,197,48312,2253,26217,22094,1,39,48273,NA,NA,50565,3203,3091545
2021-02-26,"Meghalaya",40214,1609,245,40214,3606,23340,16870,4,147,40067,NA,NA,43820,1576,3366710
2021-02-26,"Mizoram",21922,783,252,21922,5632,12996,8926,0,6,21916,NA,NA,27554,1154,1239244
2021-02-26,"Nagaland",27408,727,196,27408,5000,20518,6889,1,229,27179,NA,NA,32408,983,2249695
2021-02-26,"Odisha",440499,7549,1359,440499,133291,201149,239302,48,36845,403654,NA,NA,573790,3021,46356334
2021-02-26,"Puducherry",10049,370,30,10049,1205,4872,5175,2,0,10049,NA,NA,11254,466,1413542
2021-02-26,"Punjab",149199,7068,463,149199,32494,99472,49718,9,151,149048,NA,NA,181693,5893,30141373
2021-02-26,"Rajasthan",789478,18338,4371,789478,220942,482873,306532,73,167373,622105,NA,NA,1010420,1384,81032689
2021-02-26,"Sikkim",17647,343,39,17647,1465,10207,7440,0,170,17477,NA,NA,19112,361,690251
2021-02-26,"Tamil Nadu",284640,22357,1884,284640,35326,120753,163867,20,5222,279418,NA,NA,319966,6208,77841267
2021-02-26,"Telangana",291425,14012,2673,291425,127664,150405,141004,16,44096,247329,NA,NA,419089,7501,39362732
2021-02-26,"Tripura",88089,2801,304,88089,21002,54024,34065,0,46,88043,NA,NA,109091,1536,4169794
2021-02-26,"Uttar Pradesh",1281076,31070,6922,1281076,387553,741696,539301,79,206000,1075076,NA,NA,1668629,6269,237882725
2021-02-26,"Uttarakhand",148098,4191,416,148098,20504,85113,62982,3,108,147990,NA,NA,168602,1773,11250858
2021-02-26,"West Bengal",953882,25387,1464,953882,138847,561866,391908,108,109727,844155,NA,NA,1092729,89799,99609303
2021-02-25,"India",10846192,352882,47068,10846192,1972882,5799474,5045426,1292,1204424,9641768,NA,NA,12819074,328624,1366400000
2021-02-25,"Andaman and Nicobar Islands",5867,134,15,5867,1896,3103,2764,0,0,5867,NA,NA,7763,349,417036
2021-02-25,"Andhra Pradesh",510185,34220,3409,510185,129002,240092,270049,44,60574,449611,NA,NA,639187,33319,53903393
2021-02-25,"Arunachal Pradesh",24649,1265,207,24649,6560,12613,12036,0,73,24576,NA,NA,31209,1868,1570458
2021-02-25,"Assam",189178,5937,985,189178,21768,76279,112865,34,21808,167370,NA,NA,210946,9834,35607039
2021-02-25,"Bihar",546161,14748,1373,546161,75072,237584,308275,302,29997,516164,NA,NA,621233,7949,124799926
2021-02-25,"Chandigarh",15100,545,22,15100,1479,10675,4425,0,45,15055,NA,NA,16579,1425,1158473
2021-02-25,"Chhattisgarh",372248,14122,1134,372248,48399,178804,193422,22,353,371895,NA,NA,420647,6605,29436231
2021-02-25,"Dadra and Nagar Haveli and Daman and Diu",7077,497,51,7077,598,3810,3267,0,0,7077,NA,NA,7675,468,NA
2021-02-25,"Delhi",357350,7985,330,357350,36121,256955,100290,105,68484,288866,NA,NA,393471,12869,18710922
2021-02-25,"Goa",18693,707,150,18693,2428,9832,8861,0,1,18692,NA,NA,21121,812,1586250
2021-02-25,"Gujarat",819845,25890,4340,819845,124015,461204,358593,48,219919,599926,NA,NA,943860,2118,63872399
2021-02-25,"Haryana",217574,7733,1615,217574,58366,128296,89273,5,30031,187543,NA,NA,275940,4328,28204692
2021-02-25,"Himachal Pradesh",100164,3222,748,100164,16654,46867,53296,1,51,100113,NA,NA,116818,1750,7451955
2021-02-25,"Jammu and Kashmir",213201,7234,592,213201,12886,166950,46192,59,1106,212095,NA,NA,226087,10452,13606320
2021-02-25,"Jharkhand",285072,9168,563,285072,19237,149499,135569,4,24941,260131,NA,NA,304309,5093,38593948
2021-02-25,"Karnataka",601961,30150,5908,601961,200140,266242,335637,82,6321,595640,NA,NA,802101,9873,67562686
2021-02-25,"Kerala",449826,10996,1408,449826,88541,156111,293702,13,61483,388343,NA,NA,538367,18756,35699443
2021-02-25,"Ladakh",8887,200,71,8887,847,5786,3101,0,39,8848,NA,NA,9734,491,289023
2021-02-25,"Lakshadweep",1822,55,13,1822,107,1408,414,0,4,1818,NA,NA,1929,26,65840
2021-02-25,"Madhya Pradesh",642871,18289,2015,642871,130357,355185,287678,8,120126,522745,NA,NA,773228,3446,85358965
2021-02-25,"Maharashtra",997308,23689,1395,997308,130773,536075,461032,201,12205,985103,NA,NA,1128081,27994,123144223
2021-02-25,"Manipur",45109,1143,196,45109,1987,23105,22003,1,35,45074,NA,NA,47096,2500,3091545
2021-02-25,"Meghalaya",38638,1586,244,38638,3161,21940,16694,4,146,38492,NA,NA,41799,1982,3366710
2021-02-25,"Mizoram",20768,767,251,20768,4850,11917,8851,0,6,20762,NA,NA,25618,1263,1239244
2021-02-25,"Nagaland",26425,721,196,26425,4932,19655,6769,1,174,26251,NA,NA,31357,1347,2249695
2021-02-25,"Odisha",437478,7471,1354,437478,126592,199276,238154,48,36267,401211,NA,NA,564070,6747,46356334
2021-02-25,"Puducherry",9583,361,29,9583,1016,4548,5033,2,0,9583,NA,NA,10599,288,1413542
2021-02-25,"Punjab",143306,6952,463,143306,29291,94628,48669,9,132,143174,NA,NA,172597,9123,30141373
2021-02-25,"Rajasthan",788094,18219,4369,788094,151718,482335,305686,73,167268,620826,NA,NA,939812,13596,81032689
2021-02-25,"Sikkim",17286,339,39,17286,1249,9865,7421,0,163,17123,NA,NA,18535,904,690251
2021-02-25,"Tamil Nadu",278432,21807,1874,278432,30463,117487,160925,20,4975,273457,NA,NA,308895,4814,77841267
2021-02-25,"Telangana",283924,13814,2613,283924,116470,145782,138128,14,41174,242750,NA,NA,400394,2915,39362732
2021-02-25,"Tripura",86553,2771,304,86553,18915,52591,33962,0,43,86510,NA,NA,105468,1917,4169794
2021-02-25,"Uttar Pradesh",1274807,30961,6922,1274807,246737,739506,535221,80,205862,1068945,NA,NA,1521544,34762,237882725
2021-02-25,"Uttarakhand",146325,4170,416,146325,15441,83705,62617,3,108,146217,NA,NA,161766,1414,11250858
2021-02-25,"West Bengal",864083,24879,1447,864083,114768,489528,374446,109,90503,773580,NA,NA,978851,85222,99609303
2021-02-24,"India",10517568,339617,46671,10517568,1525390,5558978,4957351,1239,1156820,9360748,NA,NA,12042958,229275,1366400000
2021-02-24,"Andaman and Nicobar Islands",5518,128,14,5518,1722,2896,2622,0,0,5518,NA,NA,7240,82,417036
2021-02-24,"Andhra Pradesh",476866,33332,3398,476866,119461,217419,259404,43,53659,423207,NA,NA,596327,28376,53903393
2021-02-24,"Arunachal Pradesh",22781,1212,207,22781,5687,11020,11761,0,73,22708,NA,NA,28468,24,1570458
2021-02-24,"Assam",179344,5659,967,179344,15901,69264,110047,33,18978,160366,NA,NA,195245,4356,35607039
2021-02-24,"Bihar",538212,14203,1367,538212,59595,230634,307278,300,29095,509117,NA,NA,597807,7735,124799926
2021-02-24,"Chandigarh",13675,518,22,13675,1214,9613,4062,0,18,13657,NA,NA,14889,1226,1158473
2021-02-24,"Chhattisgarh",365643,13690,1132,365643,39529,174016,191605,22,310,365333,NA,NA,405172,7096,29436231
2021-02-24,"Dadra and Nagar Haveli and Daman and Diu",6609,469,50,6609,526,3503,3106,0,0,6609,NA,NA,7135,70,NA
2021-02-24,"Delhi",344481,7603,329,344481,30557,246901,97485,95,64670,279811,NA,NA,375038,13922,18710922
2021-02-24,"Goa",17881,686,150,17881,1970,9302,8579,0,1,17880,NA,NA,19851,965,1586250
2021-02-24,"Gujarat",817727,24982,4326,817727,78697,460189,357490,48,219778,597949,NA,NA,896424,2314,63872399
2021-02-24,"Haryana",213246,7544,1600,213246,47090,125447,87794,5,29104,184142,NA,NA,260336,890,28204692
2021-02-24,"Himachal Pradesh",98414,3114,746,98414,12506,45788,52625,1,49,98365,NA,NA,110920,1162,7451955
2021-02-24,"Jammu and Kashmir",202749,6969,591,202749,9953,157607,45103,39,1083,201666,NA,NA,212702,617,13606320
2021-02-24,"Jharkhand",279979,8842,558,279979,18048,145419,134556,4,22602,257377,NA,NA,298027,5419,38593948
2021-02-24,"Karnataka",592088,28762,5890,592088,185306,259552,332454,82,6250,585838,NA,NA,777394,16380,67562686
2021-02-24,"Kerala",431070,10099,1290,431070,70173,147423,283634,13,60822,370248,NA,NA,501243,8394,35699443
2021-02-24,"Ladakh",8396,178,55,8396,847,5348,3048,0,39,8357,NA,NA,9243,677,289023
2021-02-24,"Lakshadweep",1796,55,13,1796,106,1383,413,0,4,1792,NA,NA,1902,25,65840
2021-02-24,"Madhya Pradesh",639425,17424,2015,639425,77257,353126,286291,8,119504,519921,NA,NA,716682,3286,85358965
2021-02-24,"Maharashtra",969314,22574,1386,969314,104475,516434,452680,200,11427,957887,NA,NA,1073789,31236,123144223
2021-02-24,"Manipur",42609,1091,193,42609,1929,20664,21944,1,33,42576,NA,NA,44538,2178,3091545
2021-02-24,"Meghalaya",36656,1486,243,36656,2472,20427,16225,4,131,36525,NA,NA,39128,1767,3366710
2021-02-24,"Mizoram",19505,735,245,19505,3978,10779,8726,0,4,19501,NA,NA,23483,2288,1239244
2021-02-24,"Nagaland",25078,698,196,25078,4655,18709,6368,1,154,24924,NA,NA,29733,1913,2249695
2021-02-24,"Odisha",430731,7302,1352,430731,109266,195441,235243,47,35369,395362,NA,NA,539997,3263,46356334
2021-02-24,"Puducherry",9295,349,29,9295,993,4426,4867,2,0,9295,NA,NA,10288,128,1413542
2021-02-24,"Punjab",134183,6702,462,134183,24449,88035,46139,9,127,134056,NA,NA,158632,5959,30141373
2021-02-24,"Rajasthan",774498,17213,4364,774498,145389,472265,302174,59,165474,609024,NA,NA,919887,455,81032689
2021-02-24,"Sikkim",16382,323,39,16382,1074,9102,7280,0,158,16224,NA,NA,17456,1188,690251
2021-02-24,"Tamil Nadu",273618,20826,1860,273618,26986,114927,158671,20,4813,268805,NA,NA,300604,5132,77841267
2021-02-24,"Telangana",281009,13149,2508,281009,98354,144101,136894,14,39717,241292,NA,NA,379363,1619,39362732
2021-02-24,"Tripura",84636,2662,304,84636,16040,50877,33759,0,32,84604,NA,NA,100676,538,4169794
2021-02-24,"Uttar Pradesh",1240045,30680,6920,1240045,102273,711789,528176,80,200748,1039297,NA,NA,1342318,287,237882725
2021-02-24,"Uttarakhand",144911,4012,415,144911,12710,82691,62217,3,88,144823,NA,NA,157621,1554,11250858
2021-02-24,"West Bengal",778861,24214,1428,778861,94156,422228,356527,106,72499,706362,NA,NA,873017,66745,99609303
2021-02-23,"India",10288293,325527,46054,10288293,1309475,5389434,4897627,1232,1120345,9167948,NA,NA,11597768,219030,1366400000
2021-02-23,"Andaman and Nicobar Islands",5436,122,14,5436,1622,2831,2605,0,0,5436,NA,NA,7058,78,417036
2021-02-23,"Andhra Pradesh",448490,32298,3362,448490,110993,196967,251481,42,47078,401412,NA,NA,559483,16701,53903393
2021-02-23,"Arunachal Pradesh",22757,1130,204,22757,5687,11000,11757,0,73,22684,NA,NA,28444,1207,1570458
2021-02-23,"Assam",174988,5172,929,174988,15178,65756,109200,32,16954,158034,NA,NA,190166,9957,35607039
2021-02-23,"Bihar",530477,13667,1356,530477,58405,223886,306291,300,28143,502334,NA,NA,588882,6792,124799926
2021-02-23,"Chandigarh",12449,493,22,12449,1145,8722,3727,0,11,12438,NA,NA,13594,1170,1158473
2021-02-23,"Chhattisgarh",358547,13156,1128,358547,31381,168912,189613,22,269,358278,NA,NA,389928,6683,29436231
2021-02-23,"Dadra and Nagar Haveli and Daman and Diu",6539,436,50,6539,522,3461,3078,0,0,6539,NA,NA,7061,51,NA
2021-02-23,"Delhi",330559,7190,329,330559,26103,235887,94578,94,60898,269661,NA,NA,356662,17879,18710922
2021-02-23,"Goa",16916,647,150,16916,1503,8577,8339,0,1,16915,NA,NA,18419,265,1586250
2021-02-23,"Gujarat",815413,24005,4317,815413,77050,459003,356362,48,219623,595790,NA,NA,892463,2499,63872399
2021-02-23,"Haryana",212356,7097,1551,212356,45400,124720,87631,5,28723,183633,NA,NA,257756,2666,28204692
2021-02-23,"Himachal Pradesh",97252,2989,736,97252,12338,44936,52315,1,46,97206,NA,NA,109590,1208,7451955
2021-02-23,"Jammu and Kashmir",202132,6605,591,202132,9943,157010,45083,39,1049,201083,NA,NA,212075,6801,13606320
2021-02-23,"Jharkhand",274560,8532,552,274560,14813,141190,133367,3,20338,254222,NA,NA,289373,6245,38593948
2021-02-23,"Karnataka",575708,27768,5878,575708,163084,248773,326853,82,6079,569629,NA,NA,738792,15164,67562686
2021-02-23,"Kerala",422676,9413,1149,422676,62077,143120,279543,13,60036,362640,NA,NA,484753,9077,35699443
2021-02-23,"Ladakh",7719,165,49,7719,713,4690,3029,0,39,7680,NA,NA,8432,971,289023
2021-02-23,"Lakshadweep",1771,54,13,1771,106,1361,410,0,4,1767,NA,NA,1877,23,65840
2021-02-23,"Madhya Pradesh",636139,16587,2013,636139,32634,350844,285287,8,118565,517574,NA,NA,668773,1050,85358965
2021-02-23,"Maharashtra",938078,21730,1380,938078,79336,494986,442893,199,10284,927794,NA,NA,1017414,30878,123144223
2021-02-23,"Manipur",40431,1048,186,40431,1677,18515,21915,1,30,40401,NA,NA,42108,1412,3091545
2021-02-23,"Meghalaya",34889,1372,243,34889,2297,18956,15929,4,117,34772,NA,NA,37186,2913,3366710
2021-02-23,"Mizoram",17217,674,231,17217,3472,8709,8508,0,4,17213,NA,NA,20689,1442,1239244
2021-02-23,"Nagaland",23165,653,192,23165,4320,17042,6122,1,134,23031,NA,NA,27485,1568,2249695
2021-02-23,"Odisha",427468,7035,1341,427468,103959,193269,234152,47,34630,392838,NA,NA,531427,3699,46356334
2021-02-23,"Puducherry",9167,337,28,9167,965,4374,4791,2,0,9167,NA,NA,10132,75,1413542
2021-02-23,"Punjab",128224,6398,460,128224,21320,83283,44932,9,122,128102,NA,NA,149544,6257,30141373
2021-02-23,"Rajasthan",774043,16673,4311,774043,92142,472122,301862,59,165455,608588,NA,NA,866185,522,81032689
2021-02-23,"Sikkim",15194,311,39,15194,952,8008,7186,0,156,15038,NA,NA,16146,1428,690251
2021-02-23,"Tamil Nadu",268486,19920,1848,268486,23096,112212,156254,20,4696,263790,NA,NA,291582,6273,77841267
2021-02-23,"Telangana",279390,12712,2488,279390,98321,142863,136513,14,38104,241286,NA,NA,377711,604,39362732
2021-02-23,"Tripura",84098,2588,302,84098,15986,50374,33724,0,32,84066,NA,NA,100084,1537,4169794
2021-02-23,"Uttar Pradesh",1239758,29970,6824,1239758,102272,711520,528158,80,200739,1039019,NA,NA,1342030,2241,237882725
2021-02-23,"Uttarakhand",143357,3872,414,143357,12457,81533,61821,3,86,143271,NA,NA,155814,2425,11250858
2021-02-23,"West Bengal",712116,22579,1367,712116,76160,369791,342221,104,57820,654296,NA,NA,788276,49265,99609303
2021-02-22,"India",10069263,312382,45490,10069263,1174416,5226538,4841511,1214,1085940,8983323,NA,NA,11243679,312046,1366400000
2021-02-22,"Andaman and Nicobar Islands",5358,118,14,5358,1498,2773,2585,0,0,5358,NA,NA,6856,651,417036
2021-02-22,"Andhra Pradesh",431789,31021,3232,431789,102718,188071,243679,39,43806,387983,NA,NA,534507,13155,53903393
2021-02-22,"Arunachal Pradesh",21550,1091,202,21550,5354,9962,11588,0,71,21479,NA,NA,26904,1532,1570458
2021-02-22,"Assam",165031,4964,912,165031,13879,57680,107319,32,14129,150902,NA,NA,178910,10003,35607039
2021-02-22,"Bihar",523685,13263,1348,523685,55863,218106,305279,300,27294,496391,NA,NA,579548,3898,124799926
2021-02-22,"Chandigarh",11279,464,22,11279,1012,7811,3468,0,10,11269,NA,NA,12291,900,1158473
2021-02-22,"Chhattisgarh",351864,12648,1125,351864,28575,163841,188001,22,232,351632,NA,NA,380439,9656,29436231
2021-02-22,"Dadra and Nagar Haveli and Daman and Diu",6488,434,50,6488,515,3426,3062,0,0,6488,NA,NA,7003,112,NA
2021-02-22,"Delhi",312680,6802,325,312680,23864,221784,90810,86,56177,256503,NA,NA,336544,21534,18710922
2021-02-22,"Goa",16651,603,142,16651,1492,8366,8285,0,1,16650,NA,NA,18143,529,1586250
2021-02-22,"Gujarat",812914,23378,4311,812914,72085,457828,355038,48,219453,593461,NA,NA,884999,1941,63872399
2021-02-22,"Haryana",209690,6896,1542,209690,35101,122537,87149,4,27741,181949,NA,NA,244791,4934,28204692
2021-02-22,"Himachal Pradesh",96044,2894,728,96044,12076,43966,52077,1,44,96000,NA,NA,108120,1248,7451955
2021-02-22,"Jammu and Kashmir",195331,6521,591,195331,8862,151055,44247,29,885,194446,NA,NA,204193,9027,13606320
2021-02-22,"Jharkhand",268315,8216,539,268315,13661,136248,132064,3,18051,250264,NA,NA,281976,6615,38593948
2021-02-22,"Karnataka",560544,27219,5866,560544,144539,238783,321671,90,5965,554579,NA,NA,705083,12957,67562686
2021-02-22,"Kerala",413599,9064,1132,413599,56034,138369,275217,13,57459,356140,NA,NA,469633,6501,35699443
2021-02-22,"Ladakh",6748,156,46,6748,712,3783,2965,0,39,6709,NA,NA,7460,727,289023
2021-02-22,"Lakshadweep",1748,52,13,1748,82,1349,399,0,4,1744,NA,NA,1830,59,65840
2021-02-22,"Madhya Pradesh",635089,15970,2010,635089,31670,349986,285095,8,118252,516837,NA,NA,666759,2841,85358965
2021-02-22,"Maharashtra",907200,20789,1368,907200,67861,472516,434486,198,9341,897859,NA,NA,975061,35633,123144223
2021-02-22,"Manipur",39019,1004,185,39019,1621,17144,21874,1,30,38989,NA,NA,40640,1206,3091545
2021-02-22,"Meghalaya",31976,1244,239,31976,2080,16327,15645,4,101,31875,NA,NA,34056,2517,3366710
2021-02-22,"Mizoram",15775,620,214,15775,3033,7396,8379,0,4,15771,NA,NA,18808,1091,1239244
2021-02-22,"Nagaland",21597,626,190,21597,3918,15678,5918,1,87,21510,NA,NA,25515,1702,2249695
2021-02-22,"Odisha",423769,6897,1338,423769,95596,190642,233080,47,34232,389537,NA,NA,519365,4277,46356334
2021-02-22,"Puducherry",9092,330,28,9092,931,4336,4754,2,0,9092,NA,NA,10023,109,1413542
2021-02-22,"Punjab",121967,6159,458,121967,18347,78228,43730,9,118,121849,NA,NA,140314,5152,30141373
2021-02-22,"Rajasthan",773521,15936,4310,773521,62973,471787,301675,59,165282,608239,NA,NA,836494,282,81032689
2021-02-22,"Sikkim",13766,300,39,13766,784,6766,7000,0,154,13612,NA,NA,14550,1544,690251
2021-02-22,"Tamil Nadu",262213,18914,1841,262213,18634,109222,152972,19,4579,257634,NA,NA,280847,5848,77841267
2021-02-22,"Telangana",278786,12386,2485,278786,97476,142397,136375,14,37595,241191,NA,NA,376262,1247,39362732
2021-02-22,"Tripura",82561,2476,302,82561,14696,48955,33606,0,32,82529,NA,NA,97257,1684,4169794
2021-02-22,"Uttar Pradesh",1237517,28054,6683,1237517,101889,709510,527927,80,200220,1037297,NA,NA,1339406,100867,237882725
2021-02-22,"Uttarakhand",140932,3750,414,140932,10910,79464,61465,3,84,140848,NA,NA,151842,2262,11250858
2021-02-22,"West Bengal",662851,20998,1239,662851,64029,330217,332532,102,44461,618390,NA,NA,726880,37801,99609303
2021-02-21,"India",9757217,299726,45120,9757217,893795,4982068,4773924,1225,1037565,8719652,NA,NA,10651012,22712,1366400000
2021-02-21,"Andaman and Nicobar Islands",4707,102,14,4707,946,2221,2486,0,0,4707,NA,NA,5653,0,417036
2021-02-21,"Andhra Pradesh",418634,29994,3171,418634,90410,181302,237293,39,41740,376894,NA,NA,509044,4816,53903393
2021-02-21,"Arunachal Pradesh",20018,1044,202,20018,4220,8655,11363,0,54,19964,NA,NA,24238,0,1570458
2021-02-21,"Assam",155028,4620,889,155028,10593,49585,105412,31,11955,143073,NA,NA,165621,1699,35607039
2021-02-21,"Bihar",519787,12993,1340,519787,38522,214823,304664,300,26109,493678,NA,NA,558309,427,124799926
2021-02-21,"Chandigarh",10379,433,21,10379,746,7138,3241,0,9,10370,NA,NA,11125,0,1158473
2021-02-21,"Chhattisgarh",342208,12168,1123,342208,20936,156360,185826,22,220,341988,NA,NA,363144,978,29436231
2021-02-21,"Dadra and Nagar Haveli and Daman and Diu",6376,406,50,6376,465,3353,3023,0,0,6376,NA,NA,6841,0,NA
2021-02-21,"Delhi",291146,6404,319,291146,18273,205016,86047,83,49981,241165,NA,NA,309419,9,18710922
2021-02-21,"Goa",16122,559,141,16122,1273,7989,8133,0,1,16121,NA,NA,17395,0,1586250
2021-02-21,"Gujarat",810973,22809,4294,810973,59337,456786,354139,48,219211,591762,NA,NA,870310,258,63872399
2021-02-21,"Haryana",204756,6517,1529,204756,19469,118632,86120,4,25582,179174,NA,NA,224225,152,28204692
2021-02-21,"Himachal Pradesh",94796,2794,725,94796,11833,43038,51757,1,38,94758,NA,NA,106629,227,7451955
2021-02-21,"Jammu and Kashmir",186304,6243,585,186304,6277,143255,43020,29,839,185465,NA,NA,192581,207,13606320
2021-02-21,"Jharkhand",261700,7866,524,261700,11766,131302,130395,3,15441,246259,NA,NA,273466,2154,38593948
2021-02-21,"Karnataka",547587,25428,5842,547587,117993,230535,316962,90,5873,541714,NA,NA,665580,808,67562686
2021-02-21,"Kerala",407098,8724,1109,407098,38841,134841,272244,13,52355,354743,NA,NA,445939,370,35699443
2021-02-21,"Ladakh",6021,146,43,6021,600,3209,2812,0,31,5990,NA,NA,6621,238,289023
2021-02-21,"Lakshadweep",1689,49,13,1689,81,1302,387,0,4,1685,NA,NA,1770,0,65840
2021-02-21,"Madhya Pradesh",632248,15687,2010,632248,3809,348227,284013,8,117779,514469,NA,NA,636057,611,85358965
2021-02-21,"Maharashtra",871567,19869,1352,871567,46395,446831,424540,196,8332,863235,NA,NA,917962,3323,123144223
2021-02-21,"Manipur",37813,964,184,37813,1366,16014,21798,1,29,37784,NA,NA,39179,290,3091545
2021-02-21,"Meghalaya",29459,1162,237,29459,1683,14116,15339,4,49,29410,NA,NA,31142,31,3366710
2021-02-21,"Mizoram",14684,563,191,14684,2234,6476,8208,0,4,14680,NA,NA,16918,0,1239244
2021-02-21,"Nagaland",19895,591,188,19895,3438,14161,5733,1,4,19891,NA,NA,23333,94,2249695
2021-02-21,"Odisha",419492,6717,1330,419492,72014,188029,231416,47,33428,386064,NA,NA,491506,240,46356334
2021-02-21,"Puducherry",8983,300,28,8983,807,4285,4696,2,0,8983,NA,NA,9790,0,1413542
2021-02-21,"Punjab",116815,5863,457,116815,12695,74135,42671,9,91,116724,NA,NA,129510,107,30141373
2021-02-21,"Rajasthan",773239,15470,4308,773239,36838,471600,301576,63,165255,607984,NA,NA,810077,1,81032689
2021-02-21,"Sikkim",12222,282,36,12222,699,5541,6681,0,128,12094,NA,NA,12921,0,690251
2021-02-21,"Tamil Nadu",256365,18094,1825,256365,14122,106459,149887,19,4421,251944,NA,NA,270487,447,77841267
2021-02-21,"Telangana",277539,12181,2483,277539,79928,141751,135774,14,37473,240066,NA,NA,357467,22,39362732
2021-02-21,"Tripura",80877,2387,301,80877,11414,47333,33544,0,30,80847,NA,NA,92291,2,4169794
2021-02-21,"Uttar Pradesh",1136650,26815,6679,1136650,100709,619077,517493,80,185656,950994,NA,NA,1237359,60,237882725
2021-02-21,"Uttarakhand",138670,3644,413,138670,8306,77618,61049,3,69,138601,NA,NA,146976,418,11250858
2021-02-21,"West Bengal",625050,19706,1157,625050,44711,300846,324089,115,35367,589683,NA,NA,669761,4721,99609303
2021-02-20,"India",9734505,288334,44791,9734505,884608,4966750,4766532,1223,1033170,8701335,NA,NA,10619113,210938,1366400000
2021-02-20,"Andaman and Nicobar Islands",4707,102,14,4707,946,2221,2486,0,0,4707,NA,NA,5653,461,417036
2021-02-20,"Andhra Pradesh",413818,29308,3152,413818,87470,179244,234535,39,41060,372758,NA,NA,501288,10539,53903393
2021-02-20,"Arunachal Pradesh",20018,993,202,20018,4220,8655,11363,0,54,19964,NA,NA,24238,146,1570458
2021-02-20,"Assam",153329,4402,867,153329,10590,48066,105232,31,11769,141560,NA,NA,163919,6634,35607039
2021-02-20,"Bihar",519360,12701,1333,519360,38402,214498,304562,300,26109,493251,NA,NA,557762,7033,124799926
2021-02-20,"Chandigarh",10379,432,21,10379,746,7138,3241,0,9,10370,NA,NA,11125,825,1158473
2021-02-20,"Chhattisgarh",341230,11886,1119,341230,20905,155414,185794,22,220,341010,NA,NA,362135,9428,29436231
2021-02-20,"Dadra and Nagar Haveli and Daman and Diu",6376,406,50,6376,465,3353,3023,0,0,6376,NA,NA,6841,202,NA
2021-02-20,"Delhi",291137,6263,319,291137,18273,205007,86047,83,49981,241156,NA,NA,309410,21112,18710922
2021-02-20,"Goa",16122,543,138,16122,1273,7989,8133,0,1,16121,NA,NA,17395,705,1586250
2021-02-20,"Gujarat",810715,22510,4286,810715,58542,456740,353927,48,219211,591504,NA,NA,869257,2880,63872399
2021-02-20,"Haryana",204604,6317,1507,204604,19253,118485,86115,4,25434,179170,NA,NA,223857,3221,28204692
2021-02-20,"Himachal Pradesh",94569,2761,724,94569,11831,42838,51730,1,38,94531,NA,NA,106400,2129,7451955
2021-02-20,"Jammu and Kashmir",186097,5817,566,186097,6258,143103,42965,29,836,185261,NA,NA,192355,9546,13606320
2021-02-20,"Jharkhand",259546,7678,524,259546,11583,129590,129953,3,14679,244867,NA,NA,271129,7633,38593948
