"Updated.On","State","Total.Individuals.Vaccinated","Total.Sessions.Conducted","Total.Sites","First.Dose.Administered","Second.Dose.Administered","Male.Individuals.Vaccinated.","Female.Individuals.Vaccinated.","Transgender.Individuals.Vaccinated.","Total.Covaxin.Administered","Total.CoviShield.Administered","Total.Sputnik.V.Administered","AEFI","Total.Doses.Administered","Total.Individuals.Vaccinated_Dailycalc","Population"
2021-03-27,"Odisha",1777232,146940,925,1777232,348248,938249,838778,205,144057,1981423,NA,56,2125480,68435,46356334
2021-03-27,"Puducherry",58304,6100,36,58304,6667,30460,27839,5,74,64897,NA,12,64971,2214,1413542
2021-03-27,"Punjab",702391,141310,1125,702391,99809,428611,273730,50,63722,738478,NA,91,802200,45227,30141373
2021-03-27,"Rajasthan",4671741,642295,3141,4671741,661499,2436831,2234343,567,344893,4988347,NA,276,5333240,184614,81032689
2021-03-27,"Sikkim",60535,500,3,60535,12279,33236,27293,6,0,72814,NA,190,72814,26,690251
2021-03-27,"Tamil Nadu",2401267,605970,4792,2401267,230923,1203922,1197107,238,345673,2286517,NA,84,2632190,98617,77841267
2021-03-27,"Telangana",940796,83450,608,940796,230270,499785,440903,108,181227,989839,NA,326,1171066,35267,39362732
2021-03-27,"Tripura",551306,80350,520,551306,73342,291193,260052,61,0,624648,NA,50,624648,25070,4169794
2021-03-27,"Uttar Pradesh",4627476,336472,2067,4627476,1017283,2678999,1947941,536,567886,5076873,NA,1037,5644759,78271,237882725
2021-03-27,"Uttarakhand",567912,61700,360,567912,123828,306948,260900,64,355,691385,NA,249,691740,13561,11250858
2021-03-27,"West Bengal",4448531,484750,2899,4448531,633855,2499459,1948561,511,463250,4619136,NA,584,5082386,187421,99609303
2021-03-26,"India",48749313,7290723,49904,48749313,8271851,25911744,22832194,5375,5363425,51657738,NA,15827,57021164,2294613,1366400000
2021-03-26,"Andaman and Nicobar Islands",15933,1700,17,15933,4856,9518,6415,0,0,20789,NA,1,20789,281,417036
2021-03-26,"Andhra Pradesh",1960827,343411,2250,1960827,359786,1018958,941678,191,349550,1971063,NA,265,2320613,96268,53903393
2021-03-26,"Arunachal Pradesh",64976,8950,80,64976,19035,39191,25721,64,0,84011,NA,253,84011,2108,1570458
2021-03-26,"Assam",878784,215810,1720,878784,141218,509031,369648,105,131324,888678,NA,125,1020002,50445,35607039
2021-03-26,"Bihar",2039444,319450,2076,2039444,400819,1009347,1029889,208,95536,2344727,NA,145,2440263,108002,124799926
2021-03-26,"Chandigarh",61839,7100,50,61839,10719,38164,23674,1,0,72558,NA,60,72558,1320,1158473
2021-03-26,"Chhattisgarh",1359811,226085,1655,1359811,300457,669178,690519,114,6409,1653859,NA,455,1660268,59372,29436231
2021-03-26,"Dadra and Nagar Haveli and Daman and Diu",23111,1800,18,23111,5308,12018,11093,0,0,28419,NA,83,28419,518,NA
2021-03-26,"Delhi",941076,57955,433,941076,239510,589085,351798,193,267273,913313,NA,653,1180586,17270,18710922
2021-03-26,"Goa",94110,8300,56,94110,16971,48822,45285,3,0,111081,NA,508,111081,2585,1586250
2021-03-26,"Gujarat",4217590,822146,5731,4217590,643739,2175802,2041414,374,663383,4197946,NA,864,4861329,237880,63872399
2021-03-26,"Haryana",1136611,165020,1023,1136611,142647,599792,536720,99,214663,1064595,NA,750,1279258,49203,28204692
2021-03-26,"Himachal Pradesh",390817,45900,347,390817,85988,199037,191736,44,2,476803,NA,538,476805,20557,7451955
2021-03-26,"Jammu and Kashmir",573587,130750,1058,573587,135119,399481,173983,123,0,708706,NA,77,708706,23601,13606320
2021-03-26,"Jharkhand",1273664,213450,1868,1273664,236500,644518,629042,104,161360,1348804,NA,295,1510164,58784,38593948
2021-03-26,"Karnataka",2960802,525850,4394,2960802,436180,1405527,1554963,312,323185,3073797,NA,2358,3396982,154883,67562686
2021-03-26,"Kerala",2682089,215440,1533,2682089,388263,1231380,1450450,259,133243,2937109,NA,2040,3070352,126539,35699443
2021-03-26,"Ladakh",40083,700,4,40083,6378,22733,17347,3,0,46461,NA,1,46461,73,289023
2021-03-26,"Lakshadweep",4405,800,8,4405,1648,3098,1307,0,0,6053,NA,0,6053,128,65840
2021-03-26,"Madhya Pradesh",2632468,31860,136,2632468,492529,1416399,1215790,279,283258,2841739,NA,307,3124997,7050,85358965
2021-03-26,"Maharashtra",4944116,552180,3793,4944116,704407,2668802,2274706,608,678503,4970020,NA,2368,5648523,242152,123144223
2021-03-26,"Manipur",79939,7200,65,79939,28475,53537,26400,2,0,108414,NA,62,108414,985,3091545
2021-03-26,"Meghalaya",76757,17000,168,76757,29958,42863,33886,8,0,106715,NA,221,106715,1497,3366710
2021-03-26,"Mizoram",55046,2700,11,55046,13348,32715,22329,2,0,68394,NA,425,68394,808,1239244
2021-03-26,"Nagaland",53766,2950,26,53766,20095,38273,15489,4,0,73861,NA,33,73861,438,2249695
2021-03-26,"Odisha",1708797,164123,1029,1708797,345603,903215,805386,196,139181,1915219,NA,56,2054400,61963,46356334
2021-03-26,"Puducherry",56090,6100,37,56090,6562,29410,26675,5,74,62578,NA,12,62652,2725,1413542
2021-03-26,"Punjab",657164,130605,1067,657164,97838,403646,253473,45,60930,694072,NA,91,755002,34102,30141373
2021-03-26,"Rajasthan",4487127,740114,3408,4487127,658339,2349585,2137000,542,343376,4802090,NA,274,5145466,204537,81032689
2021-03-26,"Sikkim",60509,5250,28,60509,12279,33221,27282,6,0,72788,NA,190,72788,1663,690251
2021-03-26,"Tamil Nadu",2302650,617041,4885,2302650,225142,1152730,1149696,224,322886,2204906,NA,83,2527792,98595,77841267
2021-03-26,"Telangana",905529,108552,781,905529,229300,481284,424144,101,173631,961198,NA,325,1134829,38499,39362732
2021-03-26,"Tripura",526236,124750,824,526236,72992,278872,247306,58,0,599228,NA,50,599228,66510,4169794
2021-03-26,"Uttar Pradesh",4549205,742641,4964,4549205,1014440,2634688,1913991,526,558041,5005604,NA,1036,5563645,211454,237882725
2021-03-26,"Uttarakhand",554351,96650,525,554351,123056,300030,254258,63,0,677407,NA,249,677407,24970,11250858
2021-03-26,"West Bengal",4261110,627390,3806,4261110,622358,2405782,1854839,489,446642,4436826,NA,565,4883468,284530,99609303
2021-03-25,"India",46454700,6810937,46395,46454700,8134520,24744845,21704739,5116,5065307,49523912,NA,15692,54589220,2204509,1366400000
2021-03-25,"Andaman and Nicobar Islands",15652,2100,21,15652,4666,9355,6297,0,0,20318,NA,1,20318,405,417036
2021-03-25,"Andhra Pradesh",1864559,370097,2396,1864559,347093,967527,896857,175,325173,1886479,NA,262,2211652,134811,53903393
2021-03-25,"Arunachal Pradesh",62868,9550,76,62868,18256,37964,24847,57,0,81124,NA,252,81124,2599,1570458
2021-03-25,"Assam",828339,268200,1993,828339,136683,484398,343842,99,124396,840626,NA,118,965022,82861,35607039
2021-03-25,"Bihar",1931442,345050,2002,1931442,395181,954918,976327,197,92898,2233725,NA,145,2326623,121149,124799926
2021-03-25,"Chandigarh",60519,7400,52,60519,10308,37415,23103,1,0,70827,NA,60,70827,1527,1158473
2021-03-25,"Chhattisgarh",1300439,216670,1613,1300439,296174,641263,659068,108,4756,1591857,NA,454,1596613,53805,29436231
2021-03-25,"Dadra and Nagar Haveli and Daman and Diu",22593,4800,48,22593,5226,11715,10878,0,0,27819,NA,83,27819,814,NA
2021-03-25,"Delhi",923806,84625,700,923806,234844,579493,344123,190,261334,897316,NA,650,1158650,34691,18710922
2021-03-25,"Goa",91525,7300,52,91525,16296,47481,44041,3,0,107821,NA,507,107821,2551,1586250
2021-03-25,"Gujarat",3979710,806230,5670,3979710,639196,2055993,1923375,342,632475,3986431,NA,857,4618906,233084,63872399
2021-03-25,"Haryana",1087408,163274,1005,1087408,140452,575736,511578,94,209216,1018644,NA,742,1227860,52271,28204692
2021-03-25,"Himachal Pradesh",370260,81900,729,370260,84744,188658,181561,41,2,455002,NA,536,455004,37258,7451955
2021-03-25,"Jammu and Kashmir",549986,127550,1041,549986,130983,385769,164095,122,0,680969,NA,77,680969,29050,13606320
2021-03-25,"Jharkhand",1214880,122750,1111,1214880,233185,616972,597812,96,125607,1322458,NA,294,1448065,37715,38593948
2021-03-25,"Karnataka",2805919,327530,2592,2805919,428587,1333339,1472280,300,270281,2964225,NA,2353,3234506,89850,67562686
2021-03-25,"Kerala",2555550,228540,1552,2555550,383692,1173561,1381745,244,131207,2808035,NA,2024,2939242,156983,35699443
2021-03-25,"Ladakh",40010,800,5,40010,6251,22702,17305,3,0,46261,NA,1,46261,60,289023
2021-03-25,"Lakshadweep",4277,900,9,4277,1624,3027,1250,0,0,5901,NA,0,5901,44,65840
2021-03-25,"Madhya Pradesh",2625418,409390,2479,2625418,492165,1412654,1212489,275,282339,2835244,NA,307,3117583,140800,85358965
2021-03-25,"Maharashtra",4701964,505730,3394,4701964,684692,2538168,2163205,591,643432,4743224,NA,2332,5386656,207157,123144223
2021-03-25,"Manipur",78954,3900,33,78954,26634,52876,26076,2,0,105588,NA,62,105588,625,3091545
2021-03-25,"Meghalaya",75260,19400,191,75260,29071,42127,33126,7,0,104331,NA,221,104331,2165,3366710
2021-03-25,"Mizoram",54238,1900,11,54238,12959,32167,22070,1,0,67197,NA,422,67197,662,1239244
2021-03-25,"Nagaland",53328,7700,65,53328,19954,38041,15283,4,0,73282,NA,33,73282,1351,2249695
2021-03-25,"Odisha",1646834,169460,1054,1646834,342064,870010,776634,190,135538,1853360,NA,50,1988898,67358,46356334
2021-03-25,"Puducherry",53365,6000,36,53365,6394,28045,25315,5,74,59685,NA,12,59759,2681,1413542
2021-03-25,"Punjab",623062,137320,1097,623062,95978,383660,239360,42,57748,661292,NA,91,719040,34660,30141373
2021-03-25,"Rajasthan",4282590,315400,1441,4282590,653585,2251349,2030726,515,341110,4595065,NA,274,4936175,68799,81032689
2021-03-25,"Sikkim",58846,5250,29,58846,12178,32379,26461,6,0,71024,NA,190,71024,1589,690251
2021-03-25,"Tamil Nadu",2204055,602240,4783,2204055,218165,1100794,1103055,206,295526,2126694,NA,83,2422220,98522,77841267
2021-03-25,"Telangana",867030,97300,689,867030,226166,460950,405981,99,163997,929199,NA,325,1093196,38856,39362732
2021-03-25,"Tripura",459726,125000,827,459726,71995,245575,214104,47,0,531721,NA,50,531721,63092,4169794
2021-03-25,"Uttar Pradesh",4337751,765541,5086,4337751,1006786,2518497,1818750,504,538954,4805583,NA,1034,5344537,250067,237882725
2021-03-25,"Uttarakhand",529381,97050,523,529381,121702,287634,241684,63,0,651083,NA,247,651083,26402,11250858
2021-03-25,"West Bengal",3976580,367690,1996,3976580,600700,2261811,1714302,467,418638,4158642,NA,534,4577280,125954,99609303
2021-03-24,"India",44250191,6309312,42607,44250191,7966046,23602891,20642500,4800,4755913,47460323,NA,15533,52216237,2101316,1366400000
2021-03-24,"Andaman and Nicobar Islands",15247,1400,14,15247,4446,9159,6088,0,0,19693,NA,1,19693,230,417036
2021-03-24,"Andhra Pradesh",1729748,336601,2227,1729748,332585,897812,831772,164,295142,1767191,NA,259,2062333,111951,53903393
2021-03-24,"Arunachal Pradesh",60269,0,0,60269,17557,36551,23716,2,0,77826,NA,252,77826,48,1570458
2021-03-24,"Assam",745478,131570,1007,745478,129529,443576,301816,86,116964,758043,NA,110,875007,33661,35607039
2021-03-24,"Bihar",1810293,330750,1797,1810293,388815,894173,915930,190,91237,2107871,NA,144,2199108,102027,124799926
2021-03-24,"Chandigarh",58992,7100,50,58992,9967,36577,22414,1,0,68959,NA,60,68959,1210,1158473
2021-03-24,"Chhattisgarh",1246634,187430,1413,1246634,290264,615508,631024,102,3875,1533023,NA,451,1536898,38917,29436231
2021-03-24,"Dadra and Nagar Haveli and Daman and Diu",21779,4200,42,21779,5044,11274,10505,0,0,26823,NA,83,26823,457,NA
2021-03-24,"Delhi",889115,56425,429,889115,226687,560185,328745,185,247730,868072,NA,648,1115802,17745,18710922
2021-03-24,"Goa",88974,6900,49,88974,15794,46162,42809,3,0,104768,NA,502,104768,2688,1586250
2021-03-24,"Gujarat",3746626,599444,4567,3746626,634817,1939996,1806318,312,597932,3783511,NA,851,4381443,175532,63872399
2021-03-24,"Haryana",1035137,104550,536,1035137,137746,549677,485372,88,203252,969631,NA,734,1172883,18832,28204692
2021-03-24,"Himachal Pradesh",333002,30750,236,333002,83716,170230,162739,33,2,416716,NA,529,416718,11531,7451955
2021-03-24,"Jammu and Kashmir",520936,10500,104,520936,124359,368480,152337,119,0,645295,NA,77,645295,689,13606320
2021-03-24,"Jharkhand",1177165,266351,2266,1177165,229258,598473,578599,93,115969,1290454,NA,294,1406423,114738,38593948
2021-03-24,"Karnataka",2716069,514570,4255,2716069,423965,1291036,1424740,293,226117,2913917,NA,2348,3140034,176874,67562686
2021-03-24,"Kerala",2398567,117740,824,2398567,377588,1099916,1298425,226,127294,2648861,NA,2005,2776155,59403,35699443
2021-03-24,"Ladakh",39950,900,6,39950,6143,22677,17270,3,0,46093,NA,1,46093,183,289023
2021-03-24,"Lakshadweep",4233,800,8,4233,1593,3007,1226,0,0,5826,NA,0,5826,88,65840
2021-03-24,"Madhya Pradesh",2484618,513846,3273,2484618,485676,1340212,1144150,256,266221,2704073,NA,306,2970294,250683,85358965
2021-03-24,"Maharashtra",4494807,545325,3729,4494807,669410,2424948,2069291,568,604161,4560056,NA,2298,5164217,232445,123144223
2021-03-24,"Manipur",78329,5800,54,78329,25195,52411,25916,2,0,103524,NA,62,103524,1031,3091545
2021-03-24,"Meghalaya",73095,13800,137,73095,27176,41113,31975,7,0,100271,NA,221,100271,1285,3366710
2021-03-24,"Mizoram",53576,1100,6,53576,12807,31727,21848,1,0,66383,NA,422,66383,284,1239244
2021-03-24,"Nagaland",51977,7200,61,51977,19136,37243,14730,4,0,71113,NA,33,71113,1255,2249695
2021-03-24,"Odisha",1579476,154340,953,1579476,337296,834037,745256,183,131227,1785545,NA,49,1916772,57829,46356334
2021-03-24,"Puducherry",50684,6100,37,50684,6274,26685,23995,4,74,56884,NA,12,56958,4568,1413542
2021-03-24,"Punjab",588402,133000,1047,588402,93271,363826,224539,37,54469,627204,NA,90,681673,30127,30141373
2021-03-24,"Rajasthan",4213791,667697,3230,4213791,650236,2217917,1995369,505,339380,4524647,NA,270,4864027,218248,81032689
2021-03-24,"Sikkim",57257,4800,29,57257,12031,31566,25686,5,0,69288,NA,189,69288,1723,690251
2021-03-24,"Tamil Nadu",2105533,590990,4676,2105533,211942,1049036,1056302,195,258964,2058511,NA,83,2317475,93707,77841267
2021-03-24,"Telangana",828174,76500,525,828174,223757,440210,387870,94,154960,896971,NA,322,1051931,34235,39362732
2021-03-24,"Tripura",396634,126600,824,396634,70748,214495,182103,36,0,467382,NA,50,467382,58704,4169794
2021-03-24,"Uttar Pradesh",4087684,346673,2025,4087684,982809,2376980,1710235,469,514209,4556284,NA,1026,5070493,105361,237882725
2021-03-24,"Uttarakhand",502979,70600,388,502979,120148,274143,228778,58,0,623127,NA,246,623127,17527,11250858
2021-03-24,"West Bengal",3850626,338660,1800,3850626,578299,2192309,1657860,457,396831,4032094,NA,496,4428925,123057,99609303
2021-03-23,"India",42148875,6325666,42614,42148875,7824277,22532413,19611896,4566,4418254,45554897,NA,15414,49973152,2536261,1366400000
2021-03-23,"Andaman and Nicobar Islands",15017,2300,23,15017,4104,9055,5962,0,0,19121,NA,1,19121,690,417036
2021-03-23,"Andhra Pradesh",1617797,335500,2213,1617797,321365,839203,778435,159,270231,1668931,NA,258,1939162,123511,53903393
2021-03-23,"Arunachal Pradesh",60221,6550,54,60221,17540,36567,23652,2,0,77761,NA,252,77761,1680,1570458
2021-03-23,"Assam",711817,303310,2113,711817,126072,426192,285543,82,113631,724258,NA,110,837889,121201,35607039
2021-03-23,"Bihar",1708266,309250,1692,1708266,381881,841340,866742,184,87057,2003090,NA,143,2090147,119532,124799926
2021-03-23,"Chandigarh",57782,7200,50,57782,9610,35877,21904,1,0,67392,NA,59,67392,1194,1158473
2021-03-23,"Chhattisgarh",1207717,164640,1223,1207717,284304,596645,610976,96,3090,1488931,NA,447,1492021,37444,29436231
2021-03-23,"Dadra and Nagar Haveli and Daman and Diu",21322,2500,25,21322,4919,11008,10314,0,0,26241,NA,83,26241,1330,NA
2021-03-23,"Delhi",871370,80200,669,871370,219393,550333,320853,184,240728,850035,NA,639,1090763,31428,18710922
2021-03-23,"Goa",86286,7200,51,86286,15178,44796,41487,3,0,101464,NA,502,101464,2971,1586250
2021-03-23,"Gujarat",3571094,721968,5376,3571094,630008,1853941,1716869,284,562336,3638766,NA,849,4201102,262110,63872399
2021-03-23,"Haryana",1016305,126200,796,1016305,136448,540039,476179,87,200452,952301,NA,723,1152753,86279,28204692
2021-03-23,"Himachal Pradesh",321471,57800,457,321471,82687,164076,157364,31,2,404156,NA,526,404158,21332,7451955
2021-03-23,"Jammu and Kashmir",520247,123900,1004,520247,123684,368041,152087,119,0,643931,NA,77,643931,20921,13606320
2021-03-23,"Jharkhand",1062427,260950,2215,1062427,224252,544350,517999,78,95779,1190900,NA,292,1286679,147484,38593948
2021-03-23,"Karnataka",2539195,375880,2994,2539195,415141,1209220,1329701,274,161808,2792528,NA,2344,2954336,139233,67562686
2021-03-23,"Kerala",2339164,222431,1574,2339164,373548,1071966,1266982,216,124751,2587961,NA,2001,2712712,135429,35699443
2021-03-23,"Ladakh",39767,1000,7,39767,6047,22558,17206,3,0,45814,NA,1,45814,348,289023
2021-03-23,"Lakshadweep",4145,900,9,4145,1562,2949,1196,0,0,5707,NA,0,5707,127,65840
2021-03-23,"Madhya Pradesh",2233935,30980,133,2233935,475201,1212270,1021443,222,245080,2464056,NA,304,2709136,60247,85358965
2021-03-23,"Maharashtra",4262362,466945,3027,4262362,649364,2300351,1961476,535,550924,4360802,NA,2263,4911726,201443,123144223
2021-03-23,"Manipur",77298,5140,49,77298,23425,51685,25611,2,0,100723,NA,61,100723,1113,3091545
2021-03-23,"Meghalaya",71810,17550,171,71810,25900,40564,31239,7,0,97710,NA,221,97710,1940,3366710
2021-03-23,"Mizoram",53292,2450,12,53292,12702,31535,21756,1,0,65994,NA,422,65994,555,1239244
2021-03-23,"Nagaland",50722,8750,67,50722,18199,36523,14195,4,0,68921,NA,33,68921,2470,2249695
2021-03-23,"Odisha",1521647,167074,1030,1521647,334106,803047,718422,178,126630,1729123,NA,47,1855753,98580,46356334
2021-03-23,"Puducherry",46116,5900,38,46116,6164,24502,21610,4,38,52242,NA,11,52280,3085,1413542
2021-03-23,"Punjab",558275,133900,1065,558275,91070,346181,212060,34,51280,598065,NA,90,649345,32982,30141373
2021-03-23,"Rajasthan",3995543,664998,3177,3995543,646147,2114680,1880377,486,337497,4304193,NA,267,4641690,240522,81032689
2021-03-23,"Sikkim",55534,5550,31,55534,11747,30675,24854,5,0,67281,NA,187,67281,2011,690251
2021-03-23,"Tamil Nadu",2011826,583120,4630,2011826,206091,999552,1012083,191,217158,2000759,NA,82,2217917,122052,77841267
2021-03-23,"Telangana",793939,90950,645,793939,222940,422067,371783,89,145967,870912,NA,322,1016879,35217,39362732
2021-03-23,"Tripura",337930,106350,642,337930,69642,185645,152255,30,0,407572,NA,48,407572,50061,4169794
2021-03-23,"Uttar Pradesh",3982323,364750,2186,3982323,977876,2314924,1666947,452,502614,4457585,NA,1024,4960199,184702,237882725
2021-03-23,"Uttarakhand",485452,93200,492,485452,118679,265140,220258,54,0,604131,NA,246,604131,26484,11250858
2021-03-23,"West Bengal",3727569,466180,2652,3727569,557282,2126625,1600493,451,371779,3913072,NA,470,4284851,222136,99609303
2021-03-22,"India",39612614,7458801,49877,39612614,7592019,21244939,18363361,4314,4025733,43178899,NA,15234,47204633,2309156,1366400000
2021-03-22,"Andaman and Nicobar Islands",14327,2000,20,14327,3758,8706,5621,0,0,18085,NA,1,18085,459,417036
2021-03-22,"Andhra Pradesh",1494286,337475,2224,1494286,309052,775360,718779,147,244907,1558431,NA,257,1803338,105201,53903393
2021-03-22,"Arunachal Pradesh",58541,9700,82,58541,16876,35693,22847,1,0,75417,NA,252,75417,2459,1570458
2021-03-22,"Assam",590616,143030,1067,590616,116710,365726,224828,62,104269,603057,NA,107,707326,21987,35607039
2021-03-22,"Bihar",1588734,259150,1367,1588734,372217,779567,808985,182,83030,1877921,NA,142,1960951,62263,124799926
2021-03-22,"Chandigarh",56588,6900,48,56588,9158,35201,21386,1,0,65746,NA,56,65746,1444,1158473
2021-03-22,"Chhattisgarh",1170273,213520,1571,1170273,275963,578165,592017,91,2362,1443874,NA,441,1446236,48224,29436231
2021-03-22,"Dadra and Nagar Haveli and Daman and Diu",19992,5300,53,19992,4708,10328,9664,0,0,24700,NA,83,24700,774,NA
2021-03-22,"Delhi",839942,71300,591,839942,206825,533079,306685,178,227593,819174,NA,632,1046767,28681,18710922
2021-03-22,"Goa",83315,7400,52,83315,14810,43342,39970,3,0,98125,NA,502,98125,2793,1586250
2021-03-22,"Gujarat",3308984,715281,5283,3308984,622646,1726847,1581878,259,513578,3418052,NA,848,3931630,168937,63872399
2021-03-22,"Haryana",930026,284650,1777,930026,134187,498739,431210,77,191794,872419,NA,715,1064213,144094,28204692
